degree,order,beta
1,1,-3.260948166004914
3,1,0.26014659410481433
3,3,-0.3360442047975787
5,1,0.1986795552715926
5,3,-0.12076812635875048
5,5,0.24551373704201207
7,1,0.003794775689787859
7,3,-0.023953629135735205
7,5,0.04661190903188133
7,7,-0.02286015213963781
9,1,-0.006949585281592563
9,3,0.021858045720294986
9,5,-0.008112841815899389
9,7,0.018227822978867325
9,9,-0.020395946295962517
